3-комнатная квартира,от 40 392 000 〒,, 81 м²,"жил. комплекс Gulder, 16 этажей, 2020 г.п., потолки 2.7м., санузел 2 с/у и более, Преимущества:Развитая инфраструктураСейсмостойкость 9 балловАллея для прогулокСвежий воздухБезопасные детские площадкиБего…"
1-комнатная квартира,19 300 000 〒, 6/10 этаж, 45 м²,"2018 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, полностью меблирована, Продам 1комнатную квартиру в ЖК Шугыла, не угловая, светлая, не прокуреная, окна смотрят на горы (ЮГ), живем с момента сдачи в эксплуатацию, ремонт делали для себя в аренду не сдавалась, продаем в с…"
2-комнатная квартира,от 42 890 400 〒,, 76.59 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел 2 с/у и более, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
3-комнатная квартира,от 54 886 000 〒,, 102.64 м²,"жил. комплекс Felicita, 3 этажа, 2021 г.п., потолки 3м., санузел 2 с/у и более, При 100% оплате скидкиО комплексеЖилой комплекс «Felicita» спроектирован в современной стилистике в основе которой…"
2-комнатная квартира,19 899 999 〒, 1/3 этаж, 59.4 м²,"кирпичный дом, 2016 г.п., состояние: евроремонт, потолки 2.8м., Мкр Таусамал (Каменка) тыныш район. Погриб, парковка собственный. Полы утепленный, теплый"
5-комнатная квартира,48 000 000 〒, 1/3 этаж, 195.1 м²,"кирпичный дом, 2010 г.п., состояние: хорошее, жил. площадь 98.5 кв.м., кухня 20 кв.м., потолки 2.8м., санузел 2 с/у и более, телефон: отдельный, интернет оптика, частично меблирована, Продам просторную квартиру в районе Каменки, верхнем районе Алматы по Жандосова. Чистый воздух, предгорье! Б…"
1-комнатная квартира,от 26 228 800 〒,, 46.72 м²,"жил. комплекс Felicita, 3 этажа, 2021 г.п., потолки 3м., санузел совмещенный, При 100% оплате скидкиО комплексеЖилой комплекс «Felicita» спроектирован в современной стилистике в основе которой…"
2-комнатная квартира,от 43 187 200 〒,, 77.12 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
1-комнатная квартира,9 000 000 〒, 5/10 этаж, 28.5 м²,"жил. комплекс Alma City, панельный дом, 2021 г.п., состояние: свободная планировка, жил. площадь 25 кв.м., кухня 5 кв.м., потолки 2.8м., Документов нет будут в Сентебре Ипотека не получится только наличный расчет"
2-комнатная квартира,33 000 000 〒, 2/3 этаж, 62.5 м²,"жил. комплекс Sweet Home Garden, монолитный дом, 2016 г.п., состояние: евроремонт, жил. площадь 50.3 кв.м., кухня 23.8 кв.м., потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, частично меблирована, Продам 2 комнатную квартиру в элитном районе рядом санатори…"
2-комнатная квартира,от 44 660 000 〒,, 79.75 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
1-комнатная квартира,от 31 300 000 〒,, 57.17 м²,"жил. комплекс Felicita, 3 этажа, 2021 г.п., потолки 3м., санузел 2 с/у и более, При 100% оплате скидкиО комплексеЖилой комплекс «Felicita» спроектирован в современной стилистике в основе которой…"
2-комнатная квартира,от 45 080 000 〒,, 80.5 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
1-комнатная квартира,от 31 300 000 〒,, 57.17 м²,"жил. комплекс Felicita, 3 этажа, 2021 г.п., потолки 3м., санузел 2 с/у и более, При 100% оплате скидкиО комплексеЖилой комплекс «Felicita» спроектирован в современной стилистике в основе которой…"
1-комнатная квартира,5 500 000 〒, 2/4 этаж, 20 м²,"монолитный дом, 2014 г.п., состояние: евроремонт, потолки 3м., санузел совмещенный, Очень теплая, удобно сдавать в аренду (платят 40000 тенге, постоянный спрос на аренду), есть место для парковки авто, городская прописка. Всегда есть гор/хол вода, душ и туалет внутри. Аккуратные соседи, очень чист…"
2-комнатная квартира,от 50 344 000 〒,, 89.9 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
2-комнатная квартира,от 42 313 500 〒,, 77.95 м²,"жил. комплекс Felicita, 3 этажа, 2021 г.п., потолки 3м., санузел 2 с/у и более, При 100% оплате скидкиО комплексеЖилой комплекс «Felicita» спроектирован в современной стилистике в основе которой…"
3-комнатная квартира,от 51 122 400 〒,, 91.29 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел 2 с/у и более, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
4-комнатная квартира,от 91 616 000 〒,, 163.6 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел 2 с/у и более, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
3-комнатная квартира,от 53 757 000 〒,, 100.42 м²,"жил. комплекс Felicita, 3 этажа, 2021 г.п., потолки 3м., санузел 2 с/у и более, При 100% оплате скидкиО комплексеЖилой комплекс «Felicita» спроектирован в современной стилистике в основе которой…"
1-комнатная квартира,12 500 000 〒, 9/10 этаж, 28 м²,"монолитный дом, 2020 г.п., Продам квартиру в новом доме ЖК Алма сити. Квартира находится на 9 этаже в 10 этажном доме. Дом сдан в эксплуатацию в 2020 году. В квартире сделан современный ремонт: натяжные потолки в комнате и в ванной, сан узел совмещенный, стены и пол выложены кафелем. В комнат…"
1-комнатная квартира,от 20 899 200 〒,, 37.32 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
1-комнатная квартира,от 21 375 200 〒,, 38.17 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
1-комнатная квартира,16 000 000 〒, 10/10 этаж, 44 м²,"жил. комплекс Alma City, монолитный дом, 2019 г.п., потолки 2.8м., ✅Документы в порядке ✅Ипотека проходит ✅На площадке 4 квартиры Важными плюсами проживания в верхних этажах является: ✅Отсутствия соседей сверху, нет шума ✅Цена ниже рыночной ✅Рядом в 5 ти минутах езды Магнум, молл Апорт, Леруа Мерле…"
2-комнатная квартира,26 000 000 〒, 14/16 этаж, 108 м²,"жил. комплекс Премьера, монолитный дом, 2014 г.п., состояние: хорошее, потолки 2.8м., санузел раздельный, интернет ADSL, частично меблирована, Эксклюзивный договор с собственником недвижимости! ВОЗМОЖНО ИПОТЕКА! Документы в порядке, ЖК «Премьера» состоящий из 29-и высотных монолитных домов был с…"
1-комнатная квартира,от 25 692 800 〒,, 45.88 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел 2 с/у и более, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
3-комнатная квартира,27 300 000 〒, 7/10 этаж, 72 м²,"жил. комплекс Alma City, монолитный дом, 2019 г.п., состояние: хорошее, жил. площадь 40 кв.м., кухня 16 кв.м., потолки 2.8м., санузел раздельный, телефон: есть возможность подключения, интернет ADSL, частично меблирована, Внимание ЖК Алма Сити 2 Эксклюзивное предложение от АН Атриум Большая…"
2-комнатная квартира,17 700 000 〒, 2/10 этаж, 44.5 м²,"монолитный дом, 2017 г.п., состояние: евроремонт, санузел совмещенный, (821) срочно продам. Только наличный расчет. В новом ЖК АЛМА Сити продается эксклюзивный вариант двухкомнатной. квадратура 44.05 и она перепланирована в двухкомнатную, то есть есть отдельная спальная комната (С ОКНОМ) зона и пл…"
1-комнатная квартира,от 26 325 600 〒,, 47.01 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
1-комнатная квартира,20 500 000 〒, 7/16 этаж, 63 м²,"жил. комплекс Премьера, монолитный дом, 2012 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет проводной, частично меблирована"
2-комнатная квартира,от 26 566 400 〒,, 47.44 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
3-комнатная квартира,27 300 000 〒, 7/10 этаж, 76 м²,"монолитный дом, 2017 г.п., состояние: евроремонт, жил. площадь 40 кв.м., кухня 16 кв.м., санузел раздельный, телефон: отдельный, интернет ADSL, Внимание ЖК Алма Сити 2 Эксклюзивное предложение от АН Атриум Большая кухня, состояние отличное. Через месяц сдача улицы Нурлы с Абая до ТРЦ Апорт. Мож…"
3-комнатная квартира,47 300 000 〒, 3/4 этаж, 110 м²,"монолитный дом, 2022 г.п., состояние: свободная планировка, Престижный ЖК ALV строится в формате клубного дома бизнес-класса, который располагается в Наурызбайском районе города Алматы. Это зеленый район города с хорошей экологией и чистым горным воздухом. Поблизости нет крупных автомагистралей…"
2-комнатная квартира,22 500 000 〒, 5/10 этаж, 45 м²,"жил. комплекс Alma City, 2021 г.п., жил. площадь 45 кв.м., кухня 15 кв.м., Самая красивая и удобная квартира в ЖК ""Alma sity”. У многих квартир которые здесь продают старый ремонт. Или их ремонт может вам не понравится. Поэтому нужно будет заново делать ремонт. А на это уйдет как минимум 4.000…"
2-комнатная квартира,38 700 000 〒, 3/4 этаж, 90 м²,"монолитный дом, 2022 г.п., состояние: свободная планировка, Престижный ЖК ALV строится в формате клубного дома бизнес-класса, который располагается в Наурызбайском районе города Алматы. Это зеленый район города с хорошей экологией и чистым горным воздухом. Поблизости нет крупных автомагистралей…"
1-комнатная квартира,от 27 171 200 〒,, 48.52 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
1-комнатная квартира,21 500 000 〒, 2/4 этаж, 50 м²,"монолитный дом, 2022 г.п., состояние: свободная планировка, Престижный ЖК ALV строится в формате клубного дома бизнес-класса, который располагается в Наурызбайском районе города Алматы. Это зеленый район города с хорошей экологией и чистым горным воздухом. Поблизости нет крупных автомагистралей…"
2-комнатная квартира,от 27 731 200 〒,, 49.52 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
1-комнатная квартира,16 700 000 〒, 6/10 этаж, 44.5 м²,"жил. комплекс Alma City, монолитный дом, 2020 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована"
2-комнатная квартира,15 200 000 〒, 7/10 этаж, 51 м²,"монолитный дом, 2017 г.п., состояние: черновая отделка, потолки 2.7м., ✅Алматы жастары, Баспана Хит и другие программы Ипотека рассматривается ✅Продается 2-х комнатная кухня-студия в новом ЖК АлмаСити, дом сдан в эксплуатацию, документы и ключи на руках ✅Свободная планировка, 51 квадратных метров…"
1-комнатная квартира,от 27 815 200 〒,, 49.67 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
1-комнатная квартира,13 500 000 〒, 3/5 этаж, 31.8 м²,"кирпичный дом, 1988 г.п., состояние: хорошее, санузел совмещенный, частично меблирована, Дом кирпичный! Окна пластиковые, балкон застеклен. Проблем с парковкой нет. с документами абсолютно все в порядке, не в залоге"
3-комнатная квартира,35 000 000 〒, 10/10 этаж, 89 м²,"жил. комплекс Alma City, монолитный дом, 2020 г.п., состояние: евроремонт, жил. площадь 80 кв.м., кухня 15 кв.м., потолки 2.7м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет оптика, полностью меблирована, Продаётся 3х комнатная квартира в новом доме 2020 г.п. в Наурызба…"
2-комнатная квартира,от 28 464 800 〒,, 50.83 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
3-комнатная квартира,30 300 000 〒, 4/16 этаж, 132 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п., состояние: хорошее, жил. площадь 74 кв.м., кухня 20 кв.м., потолки 2.8м., санузел 2 с/у и более, интернет ADSL, частично меблирована, РЕАЛЬНЫЙ ТОРГ! ЖК «Премьера» состоящий из 29-и высотных монолитных домов был сдан в эксплуатацию 2013году. За…"
2-комнатная квартира,32 000 000 〒, 12/16 этаж, 108 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п., состояние: евроремонт, потолки 2.8м., санузел 2 с/у и более, телефон: отдельный, полностью меблирована, РЕАЛЬНОМУ ПОКУПАТЕЛЮ РЕАЛЬНЫЙ ТОРГ! Горящий вариант! Развитая инфраструктура. Жилой комплекс состоящий из высотных монолитных 29-домов с…"
1-комнатная квартира,от 30 934 400 〒,, 55.24 м²,"жил. комплекс Lancashire, 3 этажа, 2022 г.п., потолки 3.2м., санузел совмещенный, КЛУБНЫЙ ДОМ LANCASHIRE LANCASHIRE- это сказка, которая скоро станет вашей новой реальностью. И уже сегодня вы можете сделать первый шаг…"
2-комнатная квартира,23 500 000 〒, 6/16 этаж, 94 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, частично меблирована, Развитая инфраструктура"
3-комнатная квартира,30 500 000 〒, 6/9 этаж, 74 м²,"жил. комплекс Шугыла, монолитный дом, 2016 г.п., потолки 2.7м., ХОТИТЕ РАСШИРИТЬСЯ? Лучший вариант в данном комплексе. Шугыла отвечает всем Вашим запросам: Удобная планировка. Просторные комнаты. Отдельная кухня. Многие считают, что окна смотрящие на запад и восток - это лучшее решение, поскольку…"
2-комнатная квартира,29 000 000 〒, 8/16 этаж, 108 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п"
1-комнатная квартира,19 000 000 〒, 10/16 этаж, 65 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п., Горящий вариант!срочно!"
2-комнатная квартира,32 320 000 〒, 1/3 этаж, 58 м²,"жил. комплекс Felicita, монолитный дом, 2021 г.п., состояние: свободная планировка, потолки 3м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет оптика, пустая, Жилой комплекс «Felicita» спроектирован в современной стилистике в основе которой – гармоничное сочетание европейск…"
1-комнатная квартира,14 500 000 〒, 15/16 этаж, 38 м²,"жил. комплекс Gulder, 2022 г.п., состояние: черновая отделка, потолки 2.7м., Срочно только наличный расчет"
2-комнатная квартира,25 000 000 〒, 5/16 этаж, 93 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п., потолки 2.8м"
2-комнатная квартира,22 000 000 〒, 15/16 этаж, 75 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п., Шикарная планировка! Квартира после ремонта! Продаётся полностью с мебелью. Панорамный вид из окна. Горящий вариант!"
2-комнатная квартира,26 000 000 〒, 3/10 этаж, 72 м²,"монолитный дом, 2020 г.п., состояние: хорошее, жил. площадь 50 кв.м., кухня 12 кв.м., потолки 2.6м., санузел раздельный, полностью меблирована, С мебелью"
3-комнатная квартира,53 000 000 〒, 7/9 этаж, 109 м²,"монолитный дом, 2006 г.п., состояние: евроремонт, Продается 3-х ком. квартира 109 кв м. Дорогой дизайнерский ремонт. Встроенная кухня Скаволлини с давотчиками Блюммер. Уютная, светлая и теплая квартира. Встроенная немецкая техника. Экологически чистый район города, рядом парк Президента…"
2-комнатная квартира,30 000 000 〒, 4/16 этаж, 108 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, частично меблирована, От хозяина. Просим риэлторов не беспокоить"
3-комнатная квартира,36 000 000 〒, 6 этаж, 130 м²,"жил. комплекс Премьера, монолитный дом, 2014 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет ADSL, частично меблирована, Продаю, улучшенную 3-х комнатную квартиру. Ремонт делали для себя. Квартира в 4м доме! В квартире заменили все трубы, всю сантехн…"
2-комнатная квартира,25 000 000 〒, 3/9 этаж, 62.8 м²,"жил. комплекс Шугыла, монолитный дом, 2017 г.п., состояние: евроремонт, жил. площадь 37.4 кв.м., кухня 9.7 кв.м., потолки 2.7м., санузел раздельный, телефон: есть возможность подключения, интернет ADSL, частично меблирована, Продаётся квартира, меблированная. Распашная планировка - восток и запа…"
7-комнатная квартира,178 000 000 〒,, 242.9 м²,"жил. комплекс Crystal Air Village (КГ), монолитный дом, 2004 г.п., состояние: евроремонт, жил. площадь 151.3 кв.м., кухня 18.4 кв.м., потолки 2.7м., санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, Агентство недвижимости ""Mercur real Estate"" рады со…"
1-комнатная квартира,16 500 000 〒, 7/10 этаж, 41 м²,"монолитный дом, 2017 г.п., состояние: хорошее, жил. площадь 36 кв.м., кухня 5 кв.м., санузел совмещенный, Пластиковые окна, тихий двор, неугловая, новая сантехника, счётчики. срочно продается однокомнатная квартира. Продаётся связи с расширением! Рядом все есть ; торговые центры, рынок Алтын о…"
3-комнатная квартира,41 000 000 〒, 9/10 этаж, 84 м²,"жил. комплекс Хан-Тенгри, монолитный дом, 2011 г.п., состояние: евроремонт, жил. площадь 40 кв.м., кухня 12 кв.м., потолки 2.9м., санузел 2 с/у и более, 3-комнатная квартира в ЖК ‘Хан-Тенгри’ - встроенная кухня с плитой, посудомоечной машиной - Встроенная гардеробная комната - 2 сан узла…"
3-комнатная квартира,36 500 000 〒, 14/16 этаж, 110 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п., состояние: евроремонт, потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет через TV кабель, частично меблирована, Квартира очень просторная, светлая, теплая, много воздуха. Ремонт капитальный, все сантех труб…"
1-комнатная квартира,20 500 000 〒, 3/16 этаж, 64 м²,"жил. комплекс Премьера, монолитный дом, 2014 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет через TV кабель, частично меблирована, Квартира в отличном состоянии! Очень уютная и светлая! Один из самых лучших домов этого комплекса! Чисты…"
1-комнатная квартира,22 000 000 〒, 6/16 этаж, 64 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п., состояние: евроремонт, потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет через TV кабель, полностью меблирована, СРОЧНО! Квартира с очень хорошим евроремонтом! Уютная, чистая, с хорошей аурой! Без залога и долгов!"
1-комнатная квартира,22 500 000 〒, 11/16 этаж, 64 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, частично меблирована, Срочно! Квартира в хорошем состоянии, живут сами хозяева! Перепланированная в двух комнатную! Частично остаёт…"
3-комнатная квартира,45 000 000 〒, 12/16 этаж, 130 м²,"жил. комплекс Премьера, монолитный дом, 2013 г.п., состояние: евроремонт, потолки 2.8м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет через TV кабель, полностью меблирована, Срочно! Квартира в отличном состоянии, после свежего ремонта! Полностью меблирована, использовали с…"
2-комнатная квартира,25 700 000 〒, 13/16 этаж, 93 м²,"В залоге, жил. комплекс Премьера, монолитный дом, 2013 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет через TV кабель, частично меблирована, ВНИМАНИЕ ЕДИНСТВЕННАЯ КВАРТИРА КОТОРУЮ МОЖНО КУПИТЬ В РАССРОЧКУ В ДАННОМ комплексЕ! Она в зало…"
2-комнатная квартира,29 000 000 〒, 2/9 этаж, 67.8 м²,"монолитный дом, 2009 г.п., состояние: хорошее, жил. площадь 51 кв.м., кухня 12 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, интернет через TV кабель, частично меблирована"
2-комнатная квартира,17 800 000 〒, 2/10 этаж, 42 м²,"монолитный дом, 2017 г.п., состояние: евроремонт, санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, Продается, срочно!"
1-комнатная квартира,7 750 000 〒, 5/5 этаж, 30 м²,"кирпичный дом, 2021 г.п., состояние: черновая отделка, жил. площадь 27 кв.м., потолки 2.7м., пустая, Продам квартиры напротив ТРЦ «АПОРТ»"
