6-комнатная квартира,от 45 000 000 〒,, 199 м²,"жил. комплекс Жана Куат (КГ), 2 этажа, 2021 г.п., потолки 2.7м., санузел 2 с/у и более, Доступно в ипотеку и за наличный расчет!Преимущества:✅5 детских садов✅Две детские площадки✅Развит…"
3-комнатная квартира,от 18 072 000 〒,, 75.3 м²,"жил. комплекс Gres Park, 3 этажа, 2021 г.п., жил. площадь 47.4 кв.м., кухня 18.5 кв.м., потолки 2.75м., санузел совмещенный, Современный жилой комплекс Gres Park – дома малой этажности с квартирами комфорт-класса практичной планировки. Комплекс расположен в зеленой зоне в микрорайоне Гульдер (бл…"
5-комнатная квартира,29 950 000 〒,, 131.6 м²,"монолитный дом, 2018 г.п., состояние: черновая отделка, жил. площадь 86 кв.м., потолки 2.9м., санузел 2 с/у и более, Специальная цена! Карантин научил - настало время квартир с собственным участком! В коттеджном городке Жана Кайрат, продается квартира-таунхаус - двухуровневая квартира 131, 6 кв…"
2-комнатная квартира,28 000 000 〒, 3/5 этаж, 52 м²,"кирпичный дом, 1983 г.п., состояние: хорошее, санузел раздельный, интернет проводной, Продам 2х комнатную квартиру, свежий ремонт, можно в ипотеку оформить, горячая вода постоянно, хороший район, рядом супермаркет, школа, садик"
1-комнатная квартира,от 10 008 000 〒,, 41.7 м²,"жил. комплекс Gres Park, 3 этажа, 2021 г.п., жил. площадь 12.8 кв.м., кухня 16 кв.м., потолки 2.75м., санузел совмещенный, Современный жилой комплекс Gres Park – дома малой этажности с квартирами комфорт-класса практичной планировки. Комплекс расположен в зеленой зоне в микрорайоне Гульдер (бл…"
1-комнатная квартира,17 000 000 〒, 2/5 этаж, 44 м²,"1983 г.п., состояние: евроремонт, потолки 2.8м., санузел совмещенный, телефон: нет, интернет оптика"
1-комнатная квартира,13 800 000 〒, 3/5 этаж, 30.9 м²,"панельный дом, 1986 г.п., состояние: евроремонт, жил. площадь 18.4 кв.м., кухня 5.9 кв.м., потолки 2.85м., санузел совмещенный, телефон: отдельный, интернет ADSL, пустая, Продам 1 комнатную квартиру в Тихом и Отличном районе. район Турксибский. нижняя пятилетка. Всё в Шаговой Доступности. супермарк…"
2-комнатная квартира,20 500 000 〒, 3/5 этаж, 41.4 м²,"кирпичный дом, 1988 г.п., состояние: хорошее, жил. площадь 22.5 кв.м., кухня 6.6 кв.м., потолки 2.7м., санузел раздельный, телефон: отдельный, частично меблирована, Продам двух комнатную квартиру со всеми удобствами по улице малина в комнатах требуется косметический ремонт сан узлы в идеальном…"
4-комнатная квартира,25 750 000 〒,, 106 м²,"монолитный дом, 2019 г.п., состояние: черновая отделка, жил. площадь 67.4 кв.м., потолки 2.9м., санузел 2 с/у и более, Карантин научил - настало время квартир с собственным участком! Специальная цена! В коттеджном городке Жана Кайрат, продается квартира-таунхаус - двухуровневая квартира 106 кв…"
1-комнатная квартира,12 950 000 〒, 4/5 этаж, 35 м²,"кирпичный дом, 1993 г.п., состояние: среднее, санузел совмещенный, телефон: отдельный, интернет оптика, пустая, Звонить с 10:00 до 21:00! Риелторы, просьба не беспокойте. торг символический и в пределах разумного. Можно в ипотеку. Документы в порядке, юридически чистая"
2-комнатная квартира,30 000 000 〒, 5/5 этаж, 70 м²,"В залоге, монолитный дом, 2018 г.п., состояние: евроремонт, жил. площадь 60 кв.м., кухня 9 кв.м., потолки 2.75м., санузел раздельный, телефон: отдельный, интернет проводной, полностью меблирована, Квартира после кап. ремонта, делали ремонт для себя, обои Италия, ламинат Германия, кафель Keram…"
2-комнатная квартира,16 000 000 〒, 3/3 этаж, 51.7 м²,"кирпичный дом, 1984 г.п., состояние: хорошее, жил. площадь 29.7 кв.м., кухня 8.9 кв.м., потолки 2.8м., санузел раздельный, телефон: есть возможность подключения, частично меблирована, СРОЧНО продам квартиру! Торг уместен"
1-комнатная квартира,12 900 000 〒, 5/5 этаж, 34.6 м²,"кирпичный дом, 1990 г.п., состояние: хорошее, жил. площадь 18.2 кв.м., кухня 5.5 кв.м., санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована, Продажа от хозяина, без % и комиссий! Продается 1-ком квартира, встроенная мебель, полный пакет документов, не угловая, чиста…"
3-комнатная квартира,18 000 000 〒, 1/3 этаж, 58 м²,"кирпичный дом, 1965 г.п., состояние: хорошее, жил. площадь 47 кв.м., кухня 6 кв.м., потолки 2.8м., телефон: отдельный, интернет оптика, полностью меблирована, Квартира тёплая, светлая, уютная. Хорошее расположение дома, отличный двор, рядом школа, дет. сад, хорошая транспортная развязка. Мебель в…"
2-комнатная квартира,18 000 000 〒, 2/3 этаж, 45.1 м²,"кирпичный дом, 1965 г.п., состояние: хорошее, потолки 2.5м., санузел совмещенный, телефон: отдельный, интернет проводной, частично меблирована, Продам 2-х комнатную квартиру в очень хорошем районе, где развита инфраструктура. Напротив супермаркета «Чайка». Квартира очень ухоженная, после ремон…"
3-комнатная квартира,15 500 000 〒, 1/3 этаж, 53 м²,"кирпичный дом, 1961 г.п., 5854453 Пластиковые окна, неугловая, встроенная кухня, кладовка, тихий двор, удобно под коммерцию. Продам очень теплую трехкомнатную квартиру в районе вокзала Алматы 1. Удачная планировка, которая помогает удобно использовать пространство. Имеется почти вся бытовая тех…"
3-комнатная квартира,20 400 000 〒, 5/5 этаж, 66.5 м²,"1987 г.п., состояние: требует ремонта, жил. площадь 44 кв.м., кухня 9 кв.м., потолки 2.8м., санузел раздельный, телефон: есть возможность подключения, частично меблирована, Тихий, спокойный район. В шаговой доступности школы, детские сады и супермаркеты. Остановка «Хозмаг». Двор оснащен новы…"
2-комнатная квартира,20 500 000 〒, 4/5 этаж, 60.4 м²,"монолитный дом, 2010 г.п., состояние: хорошее, жил. площадь 31.9 кв.м., кухня 14.8 кв.м., санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, Возможно обмен на дом"
2-комнатная квартира,23 000 000 〒, 1/3 этаж, 62 м²,"кирпичный дом, 1990 г.п., состояние: евроремонт, санузел раздельный, интернет оптика, полностью меблирована, Квартира в тихом жилом районе, очень тихий, спокойный и чистый двор с приятными соседями и детской площадкой. также перед домом есть большая бесплатная парковка. Удобная развязка для выез…"
3-комнатная квартира,16 000 000 〒,, 55 м²,"1961 г.п., состояние: хорошее, жил. площадь 36.2 кв.м., кухня 10 кв.м., санузел раздельный, телефон: отдельный, ✅Надоело снимать жильё в аренду? ✅Или устали проживать с родственниками по их правилам? ✅Мечтаете о собственном уютном гнёздышке? ✅Значит это предложение именно для Вас! ✅Купите для сво…"
1-комнатная квартира,15 000 000 〒, 4/5 этаж, 39 м²,"панельный дом, 1994 г.п., состояние: евроремонт, жил. площадь 27 кв.м., кухня 9 кв.м., потолки 3м., санузел совмещенный, телефон: есть возможность подключения, интернет через TV кабель, частично меблирована, Срочно продаю 1 комнатную кв в мкр Жулдыз 2 . Состояние отличное евроремонт рядом дет сад…"
2-комнатная квартира,14 000 000 〒, 5/5 этаж, 42 м²,"кирпичный дом, 1984 г.п., Срочно! Продается 2хкомнатная квартира в кирпичноом доме 1984г. Комнаты изолированы, сан узел раздельный. Дом расположен в Турксибском районе, в шаговой доступности вся необходимая инфраструктура, общеобразавательная школа, детский сад, магазины, рынки, мед учреждени…"
3-комнатная квартира,16 555 555 〒, 1/2 этаж, 56 м²,"кирпичный дом, 1960 г.п., состояние: среднее, жил. площадь 38 кв.м., кухня 7 кв.м., потолки 3м., санузел совмещенный, интернет проводной, пустая, .очень тёплая. рядом есть школы. детсады. магазины. базары. Продажа или обмен на двух комнатную плюс Ваша доплата"
1-комнатная квартира,15 300 000 〒, 4/5 этаж, 40 м²,"монолитный дом, 2017 г.п., состояние: хорошее, жил. площадь 18 кв.м., кухня 13 кв.м., санузел совмещенный, частично меблирована, Состояние квартиры как получили от застройщика 4 года назад, чисто и аккуратно. Есть залог в банке, сами закрывают при наличии от вас задатка"
2-комнатная квартира,14 800 000 〒, 2/3 этаж, 40 м²,"кирпичный дом, 1968 г.п., состояние: хорошее, жил. площадь 27 кв.м., кухня 6 кв.м., санузел совмещенный, телефон: отдельный"
4-комнатная квартира,25 500 000 〒, 5/6 этаж, 94 м²,"панельный дом, 1979 г.п., состояние: среднее, потолки 2.8м., санузел 2 с/у и более, частично меблирована, ВНИМАНИЕ! Продается 5-й и 6-ой этаж! Предлагаем Вашему вниманию просторную ДВУХУРОВНЕВУЮ квартиру в перспективном районе города! Документы в порядке. Удобное Расположение дома, новая де…"
3-комнатная квартира,20 500 000 〒, 4/4 этаж, 70 м²,"В залоге, монолитный дом, 1973 г.п., состояние: среднее, жил. площадь 44 кв.м., кухня 8 кв.м., потолки 2.5м., санузел раздельный, телефон: отдельный, интернет оптика, полностью меблирована, Улучшенная, комнаты изолированы, встроенная кухня, столешницы натуральный гранит, двери деревянные, но…"
3-комнатная квартира,25 700 000 〒, 9/9 этаж, 85 м²,"монолитный дом, 2016 г.п., состояние: среднее, санузел раздельный, частично меблирована, Квартира не залоговая, цена самая низкая и окончательная, форма оплаты любая, окна на обе стороны дома, хорошая продуваемость и панорамный вид, самые первые дома при строительстве Жасканат, центрально…"
2-комнатная квартира,21 000 000 〒, 2/5 этаж, 64 м²,"монолитный дом, 2017 г.п., состояние: хорошее, жил. площадь 37 кв.м., кухня 10 кв.м., санузел раздельный, частично меблирована, Продажа возможна за наличные и под ипотеку. Квартира в залоге у казахстанско-Ипотечной компании, остаток около 10 млн тенге, залог в банке сами могут закрыть при получен…"
2-комнатная квартира,21 500 000 〒, 4/5 этаж, 50 м²,"монолитный дом, 2017 г.п., состояние: хорошее, жил. площадь 33 кв.м., кухня 9 кв.м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована, От специалиста компании ""ATRIUM"" продается 2-ух комнатная квартира в уютном доме. Дом монолитный, 2017 года, сейсмоустойчив…"
2-комнатная квартира,24 000 000 〒, 1/5 этаж, 55 м²,"монолитный дом, 2013 г.п., состояние: евроремонт, жил. площадь 30 кв.м., кухня 10 кв.м., потолки 2.97м., санузел раздельный, телефон: отдельный, интернет оптика, частично меблирована, Ремонт был сделан по евро стандарту, в крупной компании, которая даёт гарантию на ремонт. Для покупателя имеет…"
1-комнатная квартира,13 999 999 〒, 3/5 этаж, 38 м²,"кирпичный дом, 1993 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет оптика, полностью меблирована"
2-комнатная квартира,15 700 000 〒, 5/5 этаж, 45 м²,"кирпичный дом, 1986 г.п., состояние: евроремонт, потолки 2.75м., санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, Удачная планировка, солнечная квартира, светлые комнаты, санузел раздельный. Натежные потолки по всей квартире, красивые обои, ремонт делали для себя 4 мес…"
2-комнатная квартира,36 900 000 〒, 2/4 этаж, 66.23 м²,"жил. комплекс Lancashire, монолитный дом, 2022 г.п., жил. площадь 49.24 кв.м., кухня 27.91 кв.м., санузел совмещенный, телефон: отдельный, интернет оптика, Продам квартиру бизнес класса ! Клубный дом Lankashir - это комплекс из 4 - этажных здания бизнес класса расположенный в экологичном районе Ал…"
3-комнатная квартира,23 500 000 〒, 1/5 этаж, 66.3 м²,"кирпичный дом, 1986 г.п., состояние: хорошее, жил. площадь 44.8 кв.м., кухня 9 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, Продам 3-х Комнатную Квартину, в хорошом состояние, торг уместен. все остальные вопросы по телефону"
2-комнатная квартира,11 000 000 〒, 2/2 этаж, 48 м²,"кирпичный дом, 1960 г.п., состояние: среднее, жил. площадь 27 кв.м., кухня 7 кв.м., санузел совмещенный"
2-комнатная квартира,24 000 000 〒, 2/5 этаж, 59.5 м²,"2015 г.п., состояние: среднее, потолки 2.2м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, полностью меблирована"
3-комнатная квартира,21 500 000 〒, 3/3 этаж, 65 м²,"кирпичный дом, 1970 г.п., состояние: хорошее, жил. площадь 49 кв.м., потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет через TV кабель, частично меблирована, В шаговой доступности супер маркет Чайка, школа, детсад, аптека, остановка. Светлая, тёплая квартира"
4-комнатная квартира,29 500 000 〒, 2/5 этаж, 79.3 м²,"кирпичный дом, 1990 г.п., состояние: хорошее, потолки 2.7м., санузел 2 с/у и более, телефон: отдельный, интернет ADSL, частично меблирована, Продам 4-х комнатную квартиру на втором этаже пятиэтажного кирпичного дома, в спальном районе (район Теремки) с хорошим ремонтом. Два туалета и ван…"
2-комнатная квартира,21 800 000 〒, 4/5 этаж, 69.1 м²,"монолитный дом, 2015 г.п., состояние: хорошее, жил. площадь 35.7 кв.м., кухня 12.4 кв.м., потолки 2.65м., санузел раздельный, частично меблирована, Продаём просторную квартиру в тихом районе. Планировка квартиры позволяет увеличить количество комнат до 3-х. Окна на две стороны, на ул. Сейфуллин…"
3-комнатная квартира,25 000 000 〒, 1/4 этаж, 61.4 м²,"панельный дом, 1973 г.п., состояние: среднее, жил. площадь 48 кв.м., кухня 7.5 кв.м., телефон: отдельный, интернет оптика"
2-комнатная квартира,22 000 000 〒, 2/5 этаж, 58.6 м²,"2005 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, Продаю квартиру, рядом поликлиника и школа, тихий и уютный двор, новая детская площадка, хорошие соседи. Мебель, бытовую технику частично, отдаём в подарок"
1-комнатная квартира,14 000 000 〒, 1/5 этаж, 35 м²,"кирпичный дом, 1986 г.п., состояние: хорошее, жил. площадь 22 кв.м., кухня 6 кв.м., потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет оптика, пустая, Квартира находится. на проспекте Сейфуллина. Окна квартиры выходят во двор. Двор охраняется видимо камерами. Отли…"
2-комнатная квартира,18 800 000 〒, 3/4 этаж, 49 м²,"панельный дом, 1970 г.п., состояние: хорошее, жил. площадь 30 кв.м., кухня 7 кв.м., потолки 2.6м., санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, Теплая, светлая, неугловая, окна пластиковые панорамные, пол ламинат, балкон утеплен и остеклен пластиковыми окнам…"
2-комнатная квартира,18 800 000 〒, 3/4 этаж, 49 м²,"кирпичный дом, 1970 г.п., состояние: хорошее, жил. площадь 29.5 кв.м., кухня 6.9 кв.м., потолки 2.6м., санузел раздельный, телефон: отдельный, интернет оптика, частично меблирована, Теплая, светлая, неугловая в хорошем состоянии с большими панорамными пластиковыми окнами выходящими во двор, в рай…"
3-комнатная квартира,29 500 000 〒, 4/4 этаж, 68 м²,"кирпичный дом, 1973 г.п., состояние: евроремонт, жил. площадь 48.5 кв.м., кухня 6 кв.м., потолки 2.5м., санузел раздельный, телефон: отдельный, интернет оптика, полностью меблирована, Риэлторам просьба не беспокоить. Квартира продаётся с мебелью и с бытовой техникой. Био камин"
3-комнатная квартира,29 500 000 〒, 4/5 этаж, 67.8 м²,"кирпичный дом, 1993 г.п., состояние: евроремонт, жил. площадь 42.9 кв.м., кухня 8 кв.м., санузел раздельный, интернет ADSL, частично меблирована, Срочно продаётся трёхкомнатная квартира, отличная планировка, тёплая все комнаты изолированны, с, у раздельный. Во дворе хорошая детская площадка, Маг…"
3-комнатная квартира,25 500 000 〒, 1/5 этаж, 64.1 м²,"кирпичный дом, 1992 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, телефон: отдельный, интернет через TV кабель, частично меблирована, Продаю квартиру в очень тихом и экологически чистом районе. расположен в черте города и одновременно абстрагирован от городской суеты и загазованн…"
3-комнатная квартира,25 000 000 〒, 1/6 этаж, 76.9 м²,"2007 г.п., состояние: хорошее, жил. площадь 48.5 кв.м., кухня 13.2 кв.м., потолки 2.7м., санузел раздельный, телефон: есть возможность подключения, интернет через TV кабель, пустая, Продам 3-х комнатную квартиру. Во дворе 2 детские площадки, русская, казахская школы рядом, дом школьников, поликлини…"
2-комнатная квартира,18 500 000 〒, 4/5 этаж, 45 м²,"кирпичный дом, 1989 г.п., состояние: хорошее, жил. площадь 27 кв.м., кухня 7 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, интернет проводной, полностью меблирована, Кирпичный дом, пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, сч…"
4-комнатная квартира,26 500 000 〒, 1/5 этаж, 84.5 м²,"панельный дом, 1996 г.п., состояние: среднее, санузел раздельный, Продаётся квартира с отличной планировкой. Все комнаты изолированы. Два балкона по 3 метра. В подъезде стоят камеры. Рядом есть всё: школы, детские сады, магазины, больницы, Магнум"
1-комнатная квартира,10 500 000 〒,, 30 м²,"кирпичный дом, 2018 г.п., состояние: евроремонт, потолки 3м., санузел совмещенный, телефон: есть возможность подключения, пустая, Через ипотеку рассматриваем!СРАЗУ ОГРОМНАЯ ПРОСЬБА - звонить ! Не писать sms на сайте, нет времени читать. Продам несколько квартир в многоквартирном жилом доме…"
1-комнатная квартира,5 500 000 〒, 2/2 этаж, 22.2 м²,"кирпичный дом, 1970 г.п., состояние: хорошее, потолки 3м., телефон: отдельный, интернет ADSL, Представляем Вашему вниманию квартиру в одном из самых благоприятных районов города. Отличный вариант для комфортного проживания, а также для сдачи в аренду. Ухоженный двор с детской площадкой, чистый под…"
2-комнатная квартира,11 000 000 〒, 2/2 этаж, 48 м²,"1960 г.п., жил. площадь 27 кв.м., кухня 7 кв.м., Состояние среднее, комнаты изолированы, сухая теплая квартира, неугловая. Окна пластик, радиаторы новые. Тихий зеленый двор, район гимназии 78. Торг"
1-комнатная квартира,14 300 000 〒, 1/4 этаж, 37 м²,"панельный дом, 1971 г.п., состояние: хорошее, санузел раздельный, частично меблирована, Внимание!Продаётся 1 комнатная квартира улучшенной планировки. Лучший вариант в сегменте по соотношению цена-состояние-Расположение! Не угловая. Чистая, светлая, очень тёплая, полностью меблирована. Заходи и ж…"
2-комнатная квартира,11 000 000 〒, 2/2 этаж, 48 м²,"кирпичный дом, 1960 г.п., состояние: среднее, санузел раздельный, телефон: отдельный, частично меблирована"
1-комнатная квартира,15 200 000 〒, 3/5 этаж, 34.4 м²,"кирпичный дом, 1986 г.п., состояние: хорошее, жил. площадь 18.5 кв.м., кухня 7.4 кв.м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована, Представляем Вашему вниманию квартиру в одном из самых благоприятных районов города. Отличный вариант для комфортного проживания…"
2-комнатная квартира,23 000 000 〒, 2/2 этаж, 52 м²,"кирпичный дом, 1958 г.п., жил. площадь 32 кв.м., кухня 8.5 кв.м., Стильная квартира, одна из самых красивых в Турксибском районе, с идеальным ремонтом в доме японской постройки! Потолки высотой 3.3 м создают атмосферу простора и роскоши. Стены толщиной в 70 см поддерживают тепло в морозы и прохлад…"
2-комнатная квартира,20 000 000 〒, 1/3 этаж, 43 м²,"кирпичный дом, 1960 г.п., состояние: хорошее, жил. площадь 26.3 кв.м., кухня 6.5 кв.м., потолки 2.85м., санузел раздельный, телефон: отдельный, интернет проводной, частично меблирована, Продам квартиру в районе Аэропорта. Квартира тёплая, неугловая. Тихий двор, доброжелательные соседи. Разв…"
2-комнатная квартира,29 900 000 〒, 3/3 этаж, 72.2 м²,"кирпичный дом, 2020 г.п., состояние: хорошее, жил. площадь 34.7 кв.м., кухня 10.4 кв.м., потолки 3м., санузел совмещенный, телефон: отдельный, интернет проводной, частично меблирована, Продается квартира в тихом и красивом районе, с видом на горы, свежий воздух. развивающаяся инфраструктура. Ря…"
3-комнатная квартира,14 000 000 〒, 1/2 этаж, 53 м²,"1960 г.п., состояние: требует ремонта, жил. площадь 49 кв.м., кухня 5 кв.м., потолки 2.5м., санузел раздельный, телефон: отдельный, интернет через TV кабель, частично меблирована, Развитая инфраструктура. Большой участок, на участке есть душ, погреб. По плану будет снос, получите новую кварти…"
3-комнатная квартира,20 000 000 〒, 4/4 этаж, 62 м²,"В залоге, панельный дом, 1967 г.п., состояние: требует ремонта, жил. площадь 44 кв.м., кухня 7.4 кв.м., потолки 2.6м., санузел раздельный, телефон: отдельный, интернет проводной, частично меблирована"
3-комнатная квартира,29 000 000 〒, 1/3 этаж, 70 м²,"кирпичный дом, 1977 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, интернет оптика, Предлагаем Вашему вниманию шикарную, трехкомнатную квартиру в кирпичном доме 1977 года постройки (строился для Министерства заготовок КазССР). Улучшенная, изолированная планировка комнат. Авторский диз…"
3-комнатная квартира,15 600 000 〒, 1/2 этаж, 52.6 м²,"1963 г.п., состояние: среднее, жил. площадь 35.1 кв.м., кухня 17.5 кв.м., потолки 2.5м., санузел раздельный, телефон: отдельный, интернет ADSL, Продам трехкомнатную квартиру в Турксибском районе. Дом камышито-каркасный. В шаговой доступности есть школа, детский сад, продовольственные магазины, баз…"
3-комнатная квартира,28 430 000 〒, 5/5 этаж, 68.5 м²,"панельный дом, 1989 г.п., состояние: хорошее, санузел раздельный, Продается трёхкомнатная квартира в мкр. Жулдыз. Не угловая, светлая, теплая, аккуратная. Балкон есть, застеклён. Частично меблирована. расположение идеальное. Рядом есть все, магазины, аптеки, школы, детские сады т. д. Транспортна…"
3-комнатная квартира,28 000 000 〒, 4/5 этаж, 66 м²,"кирпичный дом, 1991 г.п., состояние: евроремонт, жил. площадь 44 кв.м., кухня 9 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, интернет через TV кабель, частично меблирована, Продам 3-х комнатную квартиру в Мур. Жулдыз-2. Улучшенная планировка. Рядом имеется поликлиника, школа, детс…"
4-комнатная квартира,50 000 000 〒, 2/3 этаж, 112 м²,"жил. комплекс Nomad City, монолитный дом, 2021 г.п., состояние: евроремонт, потолки 3м., санузел 2 с/у и более, пустая, Продаётся 4 комнатная квартира в малоэтажном жилом комплексе. По факту 2 квартиры на площадке. Не в залоге, без посредников. Хозяин. Торг уместен"
1-комнатная квартира,13 300 000 〒, 9/10 этаж, 44 м²,"жил. комплекс Теремки, монолитный дом, 2021 г.п., состояние: черновая отделка, потолки 2.7м., Продам квартиру в жилом комплексе ""Теремки"" в черновой отделке с окнами смотрящими на КокТобе. (27 дом). Ввод в эксплуатацию август - сентябрь 2021г. т. е. вот уже скоро;) Рядом в шаго…"
2-комнатная квартира,23 500 000 〒, 3/9 этаж, 65 м²,"монолитный дом, 2015 г.п., состояние: хорошее, санузел раздельный, телефон: есть возможность подключения, интернет проводной, Продается двухкомнатная квартира в мкр. Жас Канат. Не угловая, светлая, теплая, аккуратная. Балкон есть, застеклён. Частично меблирована. расположение идеальное. Рядом ест…"
3-комнатная квартира,20 000 000 〒, 2/2 этаж, 62 м²,"кирпичный дом, 1959 г.п., жил. площадь 40 кв.м., кухня 6 кв.м., потолки 3.2м., санузел раздельный, телефон: отдельный, интернет через TV кабель, полностью меблирована, Не спеша продаю отличную квартиру, расположенную в тихом спокойном районе с развитой инфраструктурой. В шаговой доступности находят…"
3-комнатная квартира,19 000 000 〒, 2/2 этаж, 64 м²,"кирпичный дом, 1977 г.п., состояние: среднее, жил. площадь 50 кв.м., кухня 12 кв.м., санузел раздельный, телефон: отдельный, интернет ADSL, Продаем 3х комнатную квартиру. Отличное расположение, в радиусе 50м есть: новая детская площадка, супермаркет, 2 аптеки, базарчик, овощные киоски, р…"
2-комнатная квартира,17 200 000 〒, 1/2 этаж, 53 м²,"кирпичный дом, 1976 г.п., состояние: хорошее, жил. площадь 30 кв.м., кухня 9 кв.м., потолки 2.9м., санузел раздельный, телефон: отдельный, частично меблирована, Огороженная территория, большая детская площадка, тренажёрная площадка, собственный огороженный палисадник, место для хранения инвен…"
